Date,Velocity,footprint,location,visibility,timestamp,daynum,solar_lat,solar_lon
['2022-02-07'],[7665.016155561944],[4491.3257946406],['Bermuda Triangle'],['daylight'],['13:52:02'],['2459618.0778009'],['-15.197292157726'],['335.52369898628']
